month,year,state,handgun,long_gun,other,multiple
9,2009,Maine,1763,3787,33,92
9,2009,Mariana Islands,0,0,0,0
9,2009,Maryland,3241,3717,9,11
9,2009,Massachusetts,2181,1784,96,82
9,2009,Michigan,1690,12250,123,49
9,2009,Minnesota,4113,13734,95,185
9,2009,Mississippi,3295,6237,71,202
9,2009,Missouri,10959,11621,191,467
9,2009,Montana,1808,4398,33,185
9,2009,Nebraska,8,2476,9,0
9,2009,Nevada,2868,2614,0,222
9,2009,New Hampshire,2078,2554,0,10
9,2009,New Jersey,2182,1819,0,82
9,2009,New Mexico,2873,3316,71,255
9,2009,New York,4246,13698,227,70
9,2009,North Carolina,183,10168,118,123
9,2009,North Dakota,643,2787,9,32
9,2009,Ohio,12947,12103,338,587
9,2009,Oklahoma,5729,6593,155,425
9,2009,Oregon,5443,8675,0,323
9,2009,Pennsylvania,0,50144,0,91
9,2009,Puerto Rico,535,162,4,14
9,2009,Rhode Island,444,551,26,77
9,2009,South Carolina,4909,5215,62,174
9,2009,South Dakota,1115,4207,20,62
9,2009,Tennessee,11365,9855,0,445
9,2009,Texas,21498,33233,411,1426
9,2009,Utah,2013,3448,0,124
9,2009,Vermont,634,1353,15,26
9,2009,Virgin Islands,21,0,0,1
9,2009,Virginia,9887,11211,0,327
9,2009,Washington,7347,8666,196,343
9,2009,West Virginia,3374,5763,64,253
9,2009,Wisconsin,4682,12645,88,6
9,2009,Wyoming,1015,1813,17,71
8,2009,Alabama,8680,11371,138,425
8,2009,Alaska,1777,2712,56,119
8,2009,Arizona,5539,5189,142,254
8,2009,Arkansas,3682,4827,40,234
8,2009,California,17376,21212,0,0
8,2009,Colorado,9391,9936,0,3455
8,2009,Connecticut,3486,2936,16,0
8,2009,Delaware,699,808,11,27
8,2009,District of Columbia,30,0,0,0
8,2009,Florida,24043,13398,0,1167
8,2009,Georgia,7279,6932,81,297
8,2009,Guam,20,19,2,1
8,2009,Hawaii,0,0,0,0
8,2009,Idaho,1510,3112,23,102
8,2009,Illinois,6978,9265,0,380
8,2009,Indiana,7900,8544,201,316
8,2009,Iowa,32,2608,15,6
8,2009,Kansas,4333,5339,120,284
8,2009,Kentucky,5978,7073,91,424
8,2009,Louisiana,6833,9223,114,289
8,2009,Maine,1544,2572,25,75
8,2009,Mariana Islands,0,0,0,0
8,2009,Maryland,2939,3317,9,6
8,2009,Massachusetts,1978,1426,131,59
8,2009,Michigan,1905,9943,130,51
8,2009,Minnesota,4483,10322,112,168
8,2009,Mississippi,3621,5482,61,192
8,2009,Missouri,11415,11302,196,505
8,2009,Montana,1999,4069,32,140
8,2009,Nebraska,7,2105,5,2
8,2009,Nevada,3342,2822,0,232
8,2009,New Hampshire,1920,2184,0,2
8,2009,New Jersey,2368,1724,0,77
8,2009,New Mexico,3127,3238,68,284
8,2009,New York,3989,9924,202,78
8,2009,North Carolina,193,9260,149,107
8,2009,North Dakota,634,2335,11,29
8,2009,Ohio,12895,11300,367,526
8,2009,Oklahoma,6981,6726,160,447
8,2009,Oregon,5231,6588,0,356
8,2009,Pennsylvania,0,44637,0,103
8,2009,Puerto Rico,504,162,9,14
8,2009,Rhode Island,480,402,15,71
8,2009,South Carolina,5034,4635,56,151
8,2009,South Dakota,1054,3326,26,72
8,2009,Tennessee,11855,9296,0,514
8,2009,Texas,24624,30487,523,1350
8,2009,Utah,1856,2941,0,98
8,2009,Vermont,671,927,9,37
8,2009,Virgin Islands,15,3,0,1
8,2009,Virginia,10372,10198,0,312
8,2009,Washington,7816,8045,207,331
8,2009,West Virginia,3509,4396,63,232
8,2009,Wisconsin,4500,9966,93,7
8,2009,Wyoming,1106,1746,12,56
7,2009,Alabama,8101,8815,149,409
7,2009,Alaska,1710,2072,69,81
7,2009,Arizona,5554,4386,155,233
7,2009,Arkansas,3540,3779,52,189
7,2009,California,18555,17211,0,0
7,2009,Colorado,8577,8285,0,4087
7,2009,Connecticut,3273,2502,23,0
7,2009,Delaware,671,534,9,31
7,2009,District of Columbia,24,0,0,0
7,2009,Florida,23694,12349,0,1212
7,2009,Georgia,6383,4781,82,320
7,2009,Guam,10,21,2,1
7,2009,Hawaii,0,0,0,0
7,2009,Idaho,1426,2361,30,91
7,2009,Illinois,6742,6733,0,343
7,2009,Indiana,6953,6249,203,292
7,2009,Iowa,29,1747,13,6
7,2009,Kansas,3648,3510,101,185
7,2009,Kentucky,6320,5795,147,389
7,2009,Louisiana,6784,6226,169,279
7,2009,Maine,1405,2145,34,64
7,2009,Mariana Islands,0,0,0,0
7,2009,Maryland,3445,2749,10,11
7,2009,Massachusetts,2181,1422,101,65
7,2009,Michigan,1846,7062,125,58
7,2009,Minnesota,3775,6199,109,120
7,2009,Mississippi,3519,3617,59,199
7,2009,Missouri,10460,8303,168,415
7,2009,Montana,1846,3103,35,162
7,2009,Nebraska,11,1399,6,0
7,2009,Nevada,3038,2282,0,196
7,2009,New Hampshire,1958,1891,0,5
7,2009,New Jersey,2587,1748,0,91
7,2009,New Mexico,2801,2737,61,145
7,2009,New York,4082,8313,184,57
7,2009,North Carolina,176,7255,126,112
7,2009,North Dakota,659,1702,11,32
7,2009,Ohio,12794,10179,368,492
7,2009,Oklahoma,6465,5066,141,448
7,2009,Oregon,5009,5631,0,335
7,2009,Pennsylvania,0,42530,0,125
7,2009,Puerto Rico,540,97,5,16
7,2009,Rhode Island,447,399,20,56
7,2009,South Carolina,5605,3270,65,145
7,2009,South Dakota,1038,2241,22,73
7,2009,Tennessee,11526,7335,0,454
7,2009,Texas,23326,20778,584,1219
7,2009,Utah,1712,2289,0,105
7,2009,Vermont,623,780,13,21
7,2009,Virgin Islands,16,3,0,0
7,2009,Virginia,11029,9065,0,342
7,2009,Washington,7218,6415,227,307
7,2009,West Virginia,3262,3751,56,219
7,2009,Wisconsin,4128,6078,74,13
7,2009,Wyoming,992,1355,16,59
6,2009,Alabama,7909,7335,10,533
6,2009,Alaska,1773,2140,4,171
6,2009,Arizona,5878,4908,15,428
6,2009,Arkansas,3636,3427,3,226
6,2009,California,20060,18949,0,0
6,2009,Colorado,8963,8582,0,6582
6,2009,Connecticut,3588,2709,4,34
6,2009,Delaware,668,599,0,51
6,2009,District of Columbia,27,1,0,0
6,2009,Florida,23275,12448,0,1177
6,2009,Georgia,6330,4656,2,348
6,2009,Guam,22,22,0,1
6,2009,Hawaii,0,0,0,0
6,2009,Idaho,1508,2626,4,115
6,2009,Illinois,6907,7155,0,378
6,2009,Indiana,6842,6285,15,479
6,2009,Iowa,38,1771,1,10
6,2009,Kansas,3713,3404,4,297
6,2009,Kentucky,5800,5457,10,474
6,2009,Louisiana,6370,5462,7,368
6,2009,Maine,1443,2052,2,85
6,2009,Mariana Islands,0,0,0,0
6,2009,Maryland,3552,2772,0,20
6,2009,Massachusetts,2256,1502,7,159
6,2009,Michigan,1865,7054,13,174
6,2009,Minnesota,4287,6008,5,223
6,2009,Mississippi,3116,3043,10,241
6,2009,Missouri,10835,7823,9,549
6,2009,Montana,1873,3699,3,176
6,2009,Nebraska,6,1354,0,5
6,2009,Nevada,3372,2687,0,245
6,2009,New Hampshire,1897,1902,0,13
6,2009,New Jersey,2815,1827,0,95
6,2009,New Mexico,3028,3015,4,200
6,2009,New York,4358,8854,15,232
6,2009,North Carolina,179,7067,9,267
6,2009,North Dakota,697,1700,1,50
6,2009,Ohio,12529,10182,14,864
6,2009,Oklahoma,6100,4876,5,513
6,2009,Oregon,5518,6207,0,375
6,2009,Pennsylvania,1,43184,0,76
6,2009,Puerto Rico,507,130,0,26
6,2009,Rhode Island,533,443,1,95
6,2009,South Carolina,4802,2857,3,197
6,2009,South Dakota,1064,2369,0,105
6,2009,Tennessee,10816,7062,0,445
6,2009,Texas,23978,21010,39,1642
6,2009,Utah,2271,2773,0,120
6,2009,Vermont,619,683,1,46
6,2009,Virgin Islands,14,1,0,0
6,2009,Virginia,9000,7836,0,270
6,2009,Washington,7632,7044,17,558
6,2009,West Virginia,3231,3760,5,286
6,2009,Wisconsin,4239,6027,5,84
6,2009,Wyoming,1170,1739,2,83
5,2009,Alabama,8829,7878,0,559
5,2009,Alaska,1941,2470,0,161
5,2009,Arizona,7009,5248,0,486
5,2009,Arkansas,4031,3860,0,237
5,2009,California,21720,19881,0,0
5,2009,Colorado,9610,9227,0,8758
5,2009,Connecticut,3635,3014,0,89
5,2009,Delaware,783,594,0,62
5,2009,District of Columbia,29,0,0,0
5,2009,Florida,24856,13363,0,1195
5,2009,Georgia,7119,5205,0,371
5,2009,Guam,10,26,0,2
5,2009,Hawaii,0,0,0,0
5,2009,Idaho,1741,2880,0,160
5,2009,Illinois,7541,7609,0,321
5,2009,Indiana,8333,6790,0,612
5,2009,Iowa,32,1948,0,10
5,2009,Kansas,4307,3791,0,339
5,2009,Kentucky,6539,6080,0,545
5,2009,Louisiana,7143,5617,0,405
5,2009,Maine,1511,2124,0,100
5,2009,Mariana Islands,0,0,0,0
5,2009,Maryland,3379,2803,0,11
5,2009,Massachusetts,2374,1611,0,189
5,2009,Michigan,2111,8051,0,202
5,2009,Minnesota,4924,6387,0,283
5,2009,Mississippi,3774,3415,0,243
5,2009,Missouri,11593,8533,0,660
5,2009,Montana,2204,3943,0,207
5,2009,Nebraska,11,1383,0,5
5,2009,Nevada,3797,2834,0,268
5,2009,New Hampshire,2160,1962,0,4
5,2009,New Jersey,2763,1721,0,83
5,2009,New Mexico,3168,3093,0,244
5,2009,New York,4331,9477,0,292
5,2009,North Carolina,202,7918,0,273
5,2009,North Dakota,786,1924,0,54
5,2009,Ohio,14248,10629,0,917
5,2009,Oklahoma,7570,5803,0,622
5,2009,Oregon,5738,7930,0,384
5,2009,Pennsylvania,0,45521,0,113
5,2009,Puerto Rico,488,127,0,22
5,2009,Rhode Island,583,438,0,137
5,2009,South Carolina,5536,3346,0,238
5,2009,South Dakota,1150,2289,0,89
5,2009,Tennessee,12170,7862,0,420
5,2009,Texas,28423,23739,0,2028
5,2009,Utah,2470,3024,0,127
5,2009,Vermont,708,823,0,33
5,2009,Virgin Islands,20,2,0,0
5,2009,Virginia,10908,8602,0,301
5,2009,Washington,8910,8677,0,661
5,2009,West Virginia,3579,3950,0,325
5,2009,Wisconsin,4679,6934,0,93
5,2009,Wyoming,1350,1811,0,91
4,2009,Alabama,9679,8461,0,629
4,2009,Alaska,2336,2870,0,253
4,2009,Arizona,8879,6398,0,618
4,2009,Arkansas,5244,4822,0,259
4,2009,California,24726,22698,0,0
4,2009,Colorado,12388,11862,0,6027
4,2009,Connecticut,4332,3404,0,111
4,2009,Delaware,934,749,0,53
4,2009,District of Columbia,34,0,0,0
4,2009,Florida,29375,16392,0,1430
4,2009,Georgia,8918,6194,0,430
4,2009,Guam,24,16,0,0
4,2009,Hawaii,0,0,0,0
4,2009,Idaho,2423,4005,0,158
4,2009,Illinois,9711,9588,0,504
4,2009,Indiana,9930,9257,0,693
4,2009,Iowa,43,3095,0,29
4,2009,Kansas,5445,5135,0,450
4,2009,Kentucky,7815,8338,0,633
4,2009,Louisiana,8819,6601,0,499
4,2009,Maine,2138,2683,0,138
4,2009,Mariana Islands,0,0,0,0
4,2009,Maryland,4728,3590,0,22
4,2009,Massachusetts,2868,1973,0,170
4,2009,Michigan,2654,10888,0,240
4,2009,Minnesota,7629,11122,0,421
4,2009,Mississippi,4591,4297,0,280
4,2009,Missouri,14959,11949,0,840
4,2009,Montana,2467,4290,0,228
4,2009,Nebraska,14,1887,0,8
4,2009,Nevada,4693,4154,0,311
4,2009,New Hampshire,2723,2710,0,3
4,2009,New Jersey,3059,1919,0,81
4,2009,New Mexico,3551,3862,0,304
4,2009,New York,5407,12724,0,389
4,2009,North Carolina,200,9250,0,323
4,2009,North Dakota,1078,2285,0,93
4,2009,Ohio,18925,13879,0,1221
4,2009,Oklahoma,9943,8107,0,773
4,2009,Oregon,7488,8956,0,489
4,2009,Pennsylvania,2,59477,0,122
4,2009,Puerto Rico,513,116,0,24
4,2009,Rhode Island,734,579,0,156
4,2009,South Carolina,7036,3894,0,267
4,2009,South Dakota,1837,3342,0,131
4,2009,Tennessee,14262,9547,0,570
4,2009,Texas,34759,27916,0,2362
4,2009,Utah,3479,3783,0,155
4,2009,Vermont,820,1254,0,55
4,2009,Virgin Islands,25,3,0,0
4,2009,Virginia,14750,10959,0,394
4,2009,Washington,10692,9498,0,766
4,2009,West Virginia,4707,5147,0,340
4,2009,Wisconsin,7041,12200,0,165
4,2009,Wyoming,1525,2107,0,106
3,2009,Alabama,12222,12307,0,738
3,2009,Alaska,2063,2564,0,216
3,2009,Arizona,9136,6920,0,719
3,2009,Arkansas,6679,6223,0,289
3,2009,California,25647,25791,0,0
3,2009,Colorado,13812,13380,0,4875
3,2009,Connecticut,4862,4072,0,166
3,2009,Delaware,1016,961,0,54
3,2009,District of Columbia,40,0,0,0
3,2009,Florida,33030,19076,0,1665
3,2009,Georgia,12007,8976,0,580
3,2009,Guam,10,17,0,0
3,2009,Hawaii,0,0,0,0
3,2009,Idaho,2885,4852,0,226
3,2009,Illinois,11271,12079,0,523
3,2009,Indiana,13079,11272,0,962
3,2009,Iowa,62,4418,0,22
3,2009,Kansas,6893,6182,0,497
3,2009,Kentucky,9861,9571,0,720
3,2009,Louisiana,10781,8223,0,643
3,2009,Maine,2445,2998,0,203
3,2009,Mariana Islands,0,0,0,0
3,2009,Maryland,5564,4027,0,24
3,2009,Massachusetts,3372,2355,0,223
3,2009,Michigan,3089,13122,0,279
3,2009,Minnesota,7683,11212,0,470
3,2009,Mississippi,5391,5577,0,319
3,2009,Missouri,18212,14060,0,1034
3,2009,Montana,2914,4365,0,284
3,2009,Nebraska,10,2343,0,18
3,2009,Nevada,5254,4424,0,311
3,2009,New Hampshire,2819,2824,0,8
3,2009,New Jersey,3011,2150,0,103
3,2009,New Mexico,4384,4491,0,366
3,2009,New York,5447,13506,0,378
3,2009,North Carolina,265,12004,0,391
3,2009,North Dakota,1033,2134,0,75
3,2009,Ohio,22991,15972,0,1474
3,2009,Oklahoma,10104,8493,0,790
3,2009,Oregon,9003,11134,0,618
3,2009,Pennsylvania,4,69206,0,182
3,2009,Puerto Rico,588,117,0,22
3,2009,Rhode Island,781,621,0,155
3,2009,South Carolina,8144,5443,0,320
3,2009,South Dakota,1944,3512,0,119
3,2009,Tennessee,17333,12230,0,638
3,2009,Texas,39711,30837,0,2779
3,2009,Utah,3825,4437,0,215
3,2009,Vermont,1057,1324,0,75
3,2009,Virgin Islands,23,4,0,0
3,2009,Virginia,15879,12574,0,470
3,2009,Washington,12231,11231,0,981
3,2009,West Virginia,5468,5967,0,363
3,2009,Wisconsin,8549,15092,0,28
3,2009,Wyoming,1900,2447,0,114
2,2009,Alabama,13196,12349,0,765
2,2009,Alaska,1927,2192,0,225
2,2009,Arizona,9097,6842,0,627
2,2009,Arkansas,7254,6875,0,450
2,2009,California,21699,20438,0,0
2,2009,Colorado,12676,11917,0,4596
2,2009,Connecticut,4552,3581,0,157
2,2009,Delaware,1050,793,0,43
2,2009,District of Columbia,40,0,0,0
2,2009,Florida,31718,18854,0,1417
2,2009,Georgia,14544,9694,0,692
2,2009,Guam,18,16,0,0
2,2009,Hawaii,0,0,0,0
2,2009,Idaho,2716,3887,0,229
2,2009,Illinois,9434,9809,0,537
2,2009,Indiana,12371,10320,0,756
2,2009,Iowa,39,3526,0,15
2,2009,Kansas,6095,5784,0,493
2,2009,Kentucky,10137,9677,0,902
2,2009,Louisiana,10891,8192,0,571
2,2009,Maine,1965,2301,0,160
2,2009,Mariana Islands,0,0,0,0
2,2009,Maryland,4732,4308,0,26
2,2009,Massachusetts,2790,1723,0,198
2,2009,Michigan,2616,10944,0,255
2,2009,Minnesota,5961,7939,0,338
2,2009,Mississippi,6683,6465,0,416
2,2009,Missouri,17405,13693,0,1053
2,2009,Montana,2427,3740,0,258
2,2009,Nebraska,10,2141,0,13
2,2009,Nevada,4777,3495,0,323
2,2009,New Hampshire,2567,2285,0,1
2,2009,New Jersey,2444,1799,0,94
2,2009,New Mexico,4453,4332,0,345
2,2009,New York,4576,11605,0,337
2,2009,North Carolina,317,13072,0,489
2,2009,North Dakota,1043,2042,0,79
2,2009,Ohio,21117,14200,0,1540
2,2009,Oklahoma,11205,8972,0,889
2,2009,Oregon,7981,9473,0,580
2,2009,Pennsylvania,0,57150,0,191
2,2009,Puerto Rico,507,89,0,13
2,2009,Rhode Island,671,551,0,133
2,2009,South Carolina,9482,5907,0,384
2,2009,South Dakota,1767,3402,0,124
2,2009,Tennessee,18514,12519,0,741
2,2009,Texas,42121,31716,0,2854
2,2009,Utah,4319,4384,0,194
2,2009,Vermont,1050,1182,0,82
2,2009,Virgin Islands,18,2,0,0
2,2009,Virginia,16705,12591,0,467
2,2009,Washington,11418,10296,0,835
2,2009,West Virginia,5511,5859,0,445
2,2009,Wisconsin,6283,10441,0,6
2,2009,Wyoming,1701,2272,0,124
1,2009,Alabama,12280,12563,0,777
1,2009,Alaska,1783,1959,0,217
1,2009,Arizona,8304,6642,0,563
1,2009,Arkansas,5567,6446,0,365
1,2009,California,21603,21205,0,0
1,2009,Colorado,12325,11576,0,4291
1,2009,Connecticut,4130,3506,0,151
1,2009,Delaware,971,848,0,41
1,2009,District of Columbia,33,1,0,0
1,2009,Florida,29351,18574,0,1384
1,2009,Georgia,11415,9324,0,543
1,2009,Guam,22,30,0,2
1,2009,Hawaii,0,0,0,0
1,2009,Idaho,2404,3506,0,219
1,2009,Illinois,9012,9485,0,440
1,2009,Indiana,11648,10284,0,790
1,2009,Iowa,35,3305,0,33
1,2009,Kansas,6488,6418,0,471
1,2009,Kentucky,8922,8631,0,875
1,2009,Louisiana,9366,10487,0,584
1,2009,Maine,1721,2195,0,116
1,2009,Mariana Islands,0,0,0,0
1,2009,Maryland,4456,4108,0,14
1,2009,Massachusetts,2570,1820,0,149
1,2009,Michigan,2403,9604,0,221
1,2009,Minnesota,5561,7035,0,375
1,2009,Mississippi,5456,7611,0,349
1,2009,Missouri,15627,12613,0,939
1,2009,Montana,2056,3049,0,244
1,2009,Nebraska,8,2366,0,12
1,2009,Nevada,4663,3623,0,294
1,2009,New Hampshire,2444,2279,0,15
1,2009,New Jersey,2216,1915,0,85
1,2009,New Mexico,3759,3966,0,299
1,2009,New York,4512,11128,0,222
1,2009,North Carolina,268,13042,0,413
1,2009,North Dakota,888,2140,0,64
1,2009,Ohio,17698,12963,0,1254
1,2009,Oklahoma,9907,8648,0,814
1,2009,Oregon,7610,8616,0,473
1,2009,Pennsylvania,0,54359,0,114
1,2009,Puerto Rico,538,78,0,9
1,2009,Rhode Island,642,506,0,139
1,2009,South Carolina,7516,5355,0,308
1,2009,South Dakota,1689,3345,0,141
1,2009,Tennessee,16542,12075,0,664
1,2009,Texas,36799,33028,0,2554
1,2009,Utah,4608,4488,0,218
1,2009,Vermont,726,832,0,61
1,2009,Virgin Islands,24,1,0,0
1,2009,Virginia,14276,12469,0,388
1,2009,Washington,10586,9757,0,826
1,2009,West Virginia,4401,5499,0,407
1,2009,Wisconsin,5678,8160,0,9
1,2009,Wyoming,1666,2011,0,99
12,2008,Alabama,15385,26683,0,818
12,2008,Alaska,2712,3796,0,271
12,2008,Arizona,10123,10513,0,685
12,2008,Arkansas,7059,14108,0,329
12,2008,California,24309,26068,0,0
12,2008,Colorado,14749,17812,0,3055
12,2008,Connecticut,3747,4425,0,116
12,2008,Delaware,978,1581,0,81
12,2008,District of Columbia,44,0,0,0
12,2008,Florida,33392,29358,0,1451
12,2008,Georgia,14062,21198,0,713
12,2008,Guam,23,33,0,0
12,2008,Hawaii,0,0,0,0
12,2008,Idaho,3165,5862,0,175
12,2008,Illinois,9701,13434,0,581
12,2008,Indiana,11452,16061,0,650
12,2008,Iowa,51,6248,0,26
12,2008,Kansas,6395,10157,0,494
12,2008,Kentucky,11915,18364,0,803
12,2008,Louisiana,13354,25588,0,659
12,2008,Maine,1814,3503,0,148
12,2008,Mariana Islands,0,0,0,0
12,2008,Maryland,4756,6398,0,16
12,2008,Massachusetts,2369,2119,0,174
12,2008,Michigan,2411,16079,0,222
12,2008,Minnesota,5993,10590,0,359
12,2008,Mississippi,6655,19709,0,463
12,2008,Missouri,17072,20694,0,1014
12,2008,Montana,2561,5621,0,191
12,2008,Nebraska,19,4946,0,6
12,2008,Nevada,5944,5638,0,382
12,2008,New Hampshire,2292,2504,0,11
12,2008,New Jersey,1834,2694,0,90
12,2008,New Mexico,4884,6680,0,317
12,2008,New York,4197,16496,0,225
12,2008,North Carolina,336,26690,0,294
12,2008,North Dakota,1003,3094,0,48
12,2008,Ohio,20128,22613,0,1121
12,2008,Oklahoma,11529,15720,0,800
12,2008,Oregon,7731,12699,0,418
12,2008,Pennsylvania,1,67572,0,94
12,2008,Puerto Rico,549,91,0,20
12,2008,Rhode Island,630,608,0,135
12,2008,South Carolina,9029,11739,0,326
12,2008,South Dakota,1984,5447,0,140
12,2008,Tennessee,19508,21338,0,699
12,2008,Texas,48954,67663,0,3012
12,2008,Utah,5548,9077,0,269
12,2008,Vermont,731,1261,0,53
12,2008,Virgin Islands,21,1,0,1
12,2008,Virginia,16273,21184,0,529
12,2008,Washington,10945,13248,0,679
12,2008,West Virginia,5839,11244,0,346
12,2008,Wisconsin,6296,11967,0,20
12,2008,Wyoming,2277,3567,0,144
11,2008,Alabama,13329,21562,0,861
11,2008,Alaska,2938,4422,0,373
11,2008,Arizona,8851,9306,0,658
11,2008,Arkansas,5997,12778,0,371
11,2008,California,23123,26912,0,0
11,2008,Colorado,16668,19911,0,3219
11,2008,Connecticut,3829,5384,0,151
11,2008,Delaware,914,1524,0,74
11,2008,District of Columbia,54,0,0,1
11,2008,Florida,33870,28509,0,1802
11,2008,Georgia,12723,16897,0,734
11,2008,Guam,14,20,0,0
11,2008,Hawaii,0,0,0,0
11,2008,Idaho,3038,5774,0,241
11,2008,Illinois,8864,14439,0,667
11,2008,Indiana,10541,18501,0,718
11,2008,Iowa,41,6829,0,27
11,2008,Kansas,6259,10554,0,591
11,2008,Kentucky,9095,15827,0,844
11,2008,Louisiana,12756,22360,0,827
11,2008,Maine,1822,4237,0,142
11,2008,Mariana Islands,0,0,0,0
11,2008,Maryland,5513,7892,0,10
11,2008,Massachusetts,2503,2857,0,141
11,2008,Michigan,2451,20847,0,248
11,2008,Minnesota,5060,14371,0,371
11,2008,Mississippi,6874,16844,0,482
11,2008,Missouri,15195,21263,0,980
11,2008,Montana,2394,5508,0,260
11,2008,Nebraska,18,4819,0,8
11,2008,Nevada,6018,5938,0,453
11,2008,New Hampshire,2853,3486,0,12
11,2008,New Jersey,1658,3219,0,77
11,2008,New Mexico,4730,5813,0,370
11,2008,New York,3823,20863,0,187
11,2008,North Carolina,276,23861,0,268
11,2008,North Dakota,979,3822,0,69
11,2008,Ohio,21284,28183,0,1626
11,2008,Oklahoma,12083,15797,0,1118
11,2008,Oregon,8973,12936,0,638
11,2008,Pennsylvania,0,78173,0,171
11,2008,Puerto Rico,421,79,0,11
11,2008,Rhode Island,709,738,0,171
11,2008,South Carolina,11372,11993,0,465
11,2008,South Dakota,1569,5559,0,137
11,2008,Tennessee,18184,19871,0,899
11,2008,Texas,50641,60497,0,3784
11,2008,Utah,5375,7606,0,301
11,2008,Vermont,687,1673,0,57
11,2008,Virgin Islands,30,1,0,2
11,2008,Virginia,16688,21895,0,658
11,2008,Washington,11988,15191,0,803
11,2008,West Virginia,4442,11499,0,377
11,2008,Wisconsin,6604,16946,0,19
11,2008,Wyoming,2259,3134,0,144
10,2008,Alabama,8671,12052,0,516
10,2008,Alaska,2006,3502,0,174
10,2008,Arizona,5815,5790,0,366
10,2008,Arkansas,3899,9028,0,283
10,2008,California,17782,18270,0,0
10,2008,Colorado,9892,13220,0,3003
10,2008,Connecticut,3151,3664,0,81
10,2008,Delaware,680,997,0,39
10,2008,District of Columbia,47,1,0,1
10,2008,Florida,23978,17396,0,1139
10,2008,Georgia,8650,11675,0,466
10,2008,Guam,29,26,0,0
10,2008,Hawaii,0,0,0,0
10,2008,Idaho,1706,4582,0,135
10,2008,Illinois,6422,9829,0,413
10,2008,Indiana,8106,11693,0,353
10,2008,Iowa,23,4906,0,7
10,2008,Kansas,4258,6835,0,307
10,2008,Kentucky,6343,10872,0,594
10,2008,Louisiana,7580,17167,0,412
10,2008,Maine,1695,5625,0,120
10,2008,Mariana Islands,0,0,0,0
10,2008,Maryland,3202,5118,0,7
10,2008,Massachusetts,1953,1971,0,78
10,2008,Michigan,2181,15751,0,126
10,2008,Minnesota,4219,16992,0,195
10,2008,Mississippi,4480,8741,0,292
10,2008,Missouri,11515,16302,0,581
10,2008,Montana,1714,6232,0,217
10,2008,Nebraska,4,3507,0,5
10,2008,Nevada,4082,3554,0,266
10,2008,New Hampshire,2156,3112,0,16
10,2008,New Jersey,1622,2232,0,70
10,2008,New Mexico,3462,4224,0,196
10,2008,New York,3862,16464,0,72
10,2008,North Carolina,188,14200,0,161
10,2008,North Dakota,718,5091,0,44
10,2008,Ohio,13552,15219,0,775
10,2008,Oklahoma,6289,8907,0,612
10,2008,Oregon,5201,9051,0,347
10,2008,Pennsylvania,0,54888,0,120
10,2008,Puerto Rico,459,96,0,15
10,2008,Rhode Island,527,537,0,107
10,2008,South Carolina,4768,6291,0,219
10,2008,South Dakota,1132,6665,0,88
10,2008,Tennessee,11614,12168,0,643
10,2008,Texas,26729,39563,0,1869
10,2008,Utah,2270,4655,0,137
10,2008,Vermont,672,1660,0,35
10,2008,Virgin Islands,23,5,0,0
10,2008,Virginia,10881,13834,0,405
10,2008,Washington,7896,11333,0,354
10,2008,West Virginia,3437,8506,0,310
10,2008,Wisconsin,4298,15795,0,6
10,2008,Wyoming,1043,2165,0,79
9,2008,Alabama,6800,11200,0,381
9,2008,Alaska,2212,4005,0,233
9,2008,Arizona,5314,5393,0,274
9,2008,Arkansas,3030,6515,0,225
9,2008,California,15612,16489,0,0
9,2008,Colorado,7756,10614,0,3226
9,2008,Connecticut,2642,2838,0,55
9,2008,Delaware,517,804,0,28
9,2008,District of Columbia,39,0,0,0
9,2008,Florida,19209,12593,0,771
9,2008,Georgia,6072,7421,0,308
9,2008,Guam,21,21,0,0
9,2008,Hawaii,0,0,0,0
9,2008,Idaho,1530,4093,0,128
9,2008,Illinois,5265,8084,0,361
9,2008,Indiana,6047,8408,0,274
9,2008,Iowa,17,3724,0,0
9,2008,Kansas,2905,4764,0,208
9,2008,Kentucky,5529,7524,0,400
9,2008,Louisiana,5467,9719,0,245
9,2008,Maine,1498,3806,0,99
9,2008,Mariana Islands,0,0,0,0
9,2008,Maryland,2598,3708,0,7
9,2008,Massachusetts,1703,1562,0,60
9,2008,Michigan,2007,13809,0,90
9,2008,Minnesota,3906,15820,0,233
9,2008,Mississippi,3163,5808,0,191
9,2008,Missouri,8687,10349,0,395
9,2008,Montana,1740,4856,0,161
9,2008,Nebraska,3,2616,0,1
9,2008,Nevada,2809,2672,0,201
9,2008,New Hampshire,1683,2274,0,6
9,2008,New Jersey,1584,1555,0,43
9,2008,New Mexico,2746,3446,0,154
9,2008,New York,3440,13770,0,55
9,2008,North Carolina,152,9776,0,126
9,2008,North Dakota,585,3619,0,34
9,2008,Ohio,10193,11287,0,472
9,2008,Oklahoma,5209,7083,0,482
9,2008,Oregon,5149,9058,0,313
9,2008,Pennsylvania,0,45924,0,114
9,2008,Puerto Rico,490,161,0,7
9,2008,Rhode Island,416,438,0,77
9,2008,South Carolina,4215,4709,0,152
9,2008,South Dakota,1051,4770,0,72
9,2008,Tennessee,9053,8969,0,420
9,2008,Texas,20206,33624,0,1245
9,2008,Utah,2167,4068,0,97
9,2008,Vermont,611,1411,0,31
9,2008,Virgin Islands,28,2,0,0
9,2008,Virginia,9266,10570,0,288
