month,year,state,permit,handgun,long_gun,other,multiple
6,2003,North Dakota,224,302,1181,,20
6,2003,Ohio,0,6162,9629,,464
6,2003,Oklahoma,0,2961,4057,,294
6,2003,Oregon,30,3390,5546,,206
6,2003,Pennsylvania,266,0,32385,,254
6,2003,Puerto Rico,0,465,78,,16
6,2003,Rhode Island,0,309,245,,70
6,2003,South Carolina,1450,2419,2591,,89
6,2003,South Dakota,0,541,1740,,35
6,2003,Tennessee,0,6821,6487,,263
6,2003,Texas,7820,10791,15749,,767
6,2003,Utah,2559,1208,2321,,68
6,2003,Vermont,0,444,643,,21
6,2003,Virgin Islands,0,0,0,,0
6,2003,Virginia,0,4849,6356,,190
6,2003,Washington,4551,3494,4983,,221
6,2003,West Virginia,0,2058,3204,,163
6,2003,Wisconsin,0,2777,6302,,1
6,2003,Wyoming,178,602,1085,,45
5,2003,Alabama,0,5038,4894,,292
5,2003,Alaska,0,863,1408,,56
5,2003,Arizona,1846,3829,3671,,223
5,2003,Arkansas,106,2345,3385,,173
5,2003,California,15402,12790,15475,,0
5,2003,Colorado,991,5395,6297,,365
5,2003,Connecticut,3373,2176,1998,,74
5,2003,Delaware,0,410,668,,13
5,2003,District of Columbia,0,0,0,,0
5,2003,Florida,0,10463,8740,,415
5,2003,Georgia,2163,5149,5705,,190
5,2003,Guam,0,17,18,,1
5,2003,Hawaii,564,0,0,,0
5,2003,Idaho,945,1040,2380,,101
5,2003,Illinois,23466,4046,5470,,141
5,2003,Indiana,11037,1388,2875,,6
5,2003,Iowa,2986,8,1588,,3
5,2003,Kansas,0,1503,2859,,120
5,2003,Kentucky,0,4825,5779,,353
5,2003,Louisiana,0,3708,3602,,192
5,2003,Maine,0,965,1900,,110
5,2003,Mariana Islands,0,0,0,,0
5,2003,Maryland,2020,81,2742,,5
5,2003,Massachusetts,8607,1805,1232,,67
5,2003,Michigan,10231,2013,9246,,53
5,2003,Minnesota,5695,3478,5787,,104
5,2003,Mississippi,0,2773,2855,,141
5,2003,Missouri,0,2568,7361,,107
5,2003,Montana,302,1220,3123,,116
5,2003,Nebraska,929,11,1215,,0
5,2003,Nevada,0,1865,1708,,120
5,2003,New Hampshire,1103,1155,1737,,19
5,2003,New Jersey,0,1521,1790,,62
5,2003,New Mexico,0,1867,2474,,137
5,2003,New York,3584,840,5765,,7
5,2003,North Carolina,5475,199,6913,,110
5,2003,North Dakota,234,377,1346,,23
5,2003,Ohio,0,7040,10300,,467
5,2003,Oklahoma,0,3109,4184,,315
5,2003,Oregon,27,3675,6415,,266
5,2003,Pennsylvania,328,0,36697,,393
5,2003,Puerto Rico,0,590,140,,14
5,2003,Rhode Island,0,357,317,,63
5,2003,South Carolina,1054,2755,2675,,77
5,2003,South Dakota,0,579,1795,,28
5,2003,Tennessee,0,6585,6410,,291
5,2003,Texas,7221,11533,16351,,813
5,2003,Utah,496,1289,2670,,75
5,2003,Vermont,0,465,778,,20
5,2003,Virgin Islands,0,0,0,,0
5,2003,Virginia,0,6093,7371,,166
5,2003,Washington,4793,4251,5387,,239
5,2003,West Virginia,0,2236,3846,,190
5,2003,Wisconsin,0,3074,7244,,0
5,2003,Wyoming,159,647,1228,,50
4,2003,Alabama,0,5191,5036,,268
4,2003,Alaska,26,986,1708,,69
4,2003,Arizona,1929,4188,3788,,210
4,2003,Arkansas,539,2344,3950,,178
4,2003,California,15281,13667,16560,,0
4,2003,Colorado,0,5630,7141,,382
4,2003,Connecticut,3585,2154,2235,,82
4,2003,Delaware,0,477,680,,9
4,2003,District of Columbia,0,1,0,,0
4,2003,Florida,0,10801,9036,,386
4,2003,Georgia,2639,4995,5579,,195
4,2003,Guam,0,17,24,,2
4,2003,Hawaii,645,0,0,,0
4,2003,Idaho,1123,1068,2730,,69
4,2003,Illinois,32721,4404,6581,,229
4,2003,Indiana,10502,1470,3438,,15
4,2003,Iowa,4052,17,2338,,3
4,2003,Kansas,0,1871,3614,,148
4,2003,Kentucky,0,4677,7517,,341
4,2003,Louisiana,0,3835,3494,,153
4,2003,Maine,0,1147,2184,,73
4,2003,Mariana Islands,0,0,0,,0
4,2003,Maryland,2719,53,3307,,13
4,2003,Massachusetts,6375,1964,1366,,40
4,2003,Michigan,11895,2247,11257,,33
4,2003,Minnesota,4446,3013,8812,,116
4,2003,Mississippi,0,2724,2992,,158
4,2003,Missouri,0,2750,9911,,123
4,2003,Montana,348,1397,3470,,122
4,2003,Nebraska,1376,21,1310,,4
4,2003,Nevada,0,1753,1967,,115
4,2003,New Hampshire,1240,1262,2188,,18
4,2003,New Jersey,0,1453,1998,,40
4,2003,New Mexico,0,1730,2849,,173
4,2003,New York,3403,892,7714,,7
4,2003,North Carolina,6096,204,7997,,104
4,2003,North Dakota,346,350,1483,,17
4,2003,Ohio,0,7873,12557,,443
4,2003,Oklahoma,0,3653,5336,,304
4,2003,Oregon,54,4110,7304,,219
4,2003,Pennsylvania,636,0,41427,,499
4,2003,Puerto Rico,0,670,87,,16
4,2003,Rhode Island,0,372,361,,97
4,2003,South Carolina,519,2966,2975,,94
4,2003,South Dakota,0,671,1902,,48
4,2003,Tennessee,0,6346,6755,,286
4,2003,Texas,8476,11189,16365,,822
4,2003,Utah,0,1606,2980,,82
4,2003,Vermont,0,468,1154,,25
4,2003,Virgin Islands,0,0,0,,0
4,2003,Virginia,0,5386,7671,,158
4,2003,Washington,5552,4513,6010,,243
4,2003,West Virginia,0,2495,4884,,207
4,2003,Wisconsin,0,3685,11661,,1
4,2003,Wyoming,211,681,1198,,46
3,2003,Alabama,0,6604,7424,,283
3,2003,Alaska,0,899,1396,,55
3,2003,Arizona,2117,4674,4592,,241
3,2003,Arkansas,306,3209,5511,,178
3,2003,California,13897,15102,19430,,0
3,2003,Colorado,0,6587,8678,,422
3,2003,Connecticut,3872,2734,2688,,103
3,2003,Delaware,0,529,805,,20
3,2003,District of Columbia,0,2,0,,0
3,2003,Florida,0,12440,11484,,485
3,2003,Georgia,2865,6711,8499,,222
3,2003,Guam,0,13,17,,1
3,2003,Hawaii,726,0,0,,0
3,2003,Idaho,1790,1277,3027,,107
3,2003,Illinois,31677,5648,8798,,292
3,2003,Indiana,6980,2039,4971,,14
3,2003,Iowa,5134,23,3273,,3
3,2003,Kansas,0,2683,4782,,218
3,2003,Kentucky,0,6140,9074,,359
3,2003,Louisiana,2,5677,5114,,184
3,2003,Maine,0,1394,2345,,61
3,2003,Mariana Islands,0,1,0,,0
3,2003,Maryland,2868,90,3816,,14
3,2003,Massachusetts,8348,2203,1634,,49
3,2003,Michigan,12874,2723,14080,,47
3,2003,Minnesota,5066,3907,9836,,150
3,2003,Mississippi,0,3781,4824,,182
3,2003,Missouri,0,3462,11799,,124
3,2003,Montana,389,1620,3417,,137
3,2003,Nebraska,1593,11,1638,,2
3,2003,Nevada,0,2559,2331,,135
3,2003,New Hampshire,1359,1476,2098,,36
3,2003,New Jersey,0,1667,2299,,58
3,2003,New Mexico,0,2341,3222,,166
3,2003,New York,3746,930,8418,,7
3,2003,North Carolina,8029,263,9847,,122
3,2003,North Dakota,258,472,1564,,18
3,2003,Ohio,0,10145,15951,,830
3,2003,Oklahoma,0,4060,6182,,377
3,2003,Oregon,90,5012,8312,,260
3,2003,Pennsylvania,497,0,51962,,450
3,2003,Puerto Rico,0,510,125,,13
3,2003,Rhode Island,0,387,399,,88
3,2003,South Carolina,1122,3626,4242,,111
3,2003,South Dakota,0,849,2463,,47
3,2003,Tennessee,0,8625,9591,,325
3,2003,Texas,12061,15167,20186,,963
3,2003,Utah,0,1868,3303,,102
3,2003,Vermont,0,630,1185,,39
3,2003,Virgin Islands,0,0,0,,0
3,2003,Virginia,0,7622,9514,,200
3,2003,Washington,6231,5328,7108,,282
3,2003,West Virginia,0,3290,5108,,245
3,2003,Wisconsin,0,4208,13222,,1
3,2003,Wyoming,121,761,1314,,58
2,2003,Alabama,0,7333,8528,,400
2,2003,Alaska,0,877,1573,,65
2,2003,Arizona,1877,5130,4565,,288
2,2003,Arkansas,121,3673,6081,,318
2,2003,California,12229,12325,17170,,0
2,2003,Colorado,0,6326,8270,,470
2,2003,Connecticut,3155,2478,2051,,115
2,2003,Delaware,0,442,661,,22
2,2003,District of Columbia,0,0,0,,0
2,2003,Florida,0,12215,11447,,555
2,2003,Georgia,2686,7996,10078,,307
2,2003,Guam,0,18,23,,0
2,2003,Hawaii,584,0,0,,0
2,2003,Idaho,845,1230,2651,,114
2,2003,Illinois,29777,5625,7899,,296
2,2003,Indiana,6413,1991,4550,,11
2,2003,Iowa,4961,36,2684,,4
2,2003,Kansas,0,2346,4466,,221
2,2003,Kentucky,0,7027,9538,,542
2,2003,Louisiana,0,5679,5221,,255
2,2003,Maine,0,1062,1743,,50
2,2003,Mariana Islands,0,0,3,,0
2,2003,Maryland,2823,81,3582,,5
2,2003,Massachusetts,6451,1867,1236,,34
2,2003,Michigan,12424,2496,11718,,53
2,2003,Minnesota,4171,2793,7133,,97
2,2003,Mississippi,0,4472,5373,,284
2,2003,Missouri,0,3290,11681,,174
2,2003,Montana,312,1223,2582,,144
2,2003,Nebraska,1635,12,1545,,1
2,2003,Nevada,0,1916,1984,,122
2,2003,New Hampshire,883,1212,1614,,11
2,2003,New Jersey,0,1338,1969,,45
2,2003,New Mexico,0,2130,3157,,181
2,2003,New York,3211,878,7132,,10
2,2003,North Carolina,7876,312,11174,,182
2,2003,North Dakota,206,374,1270,,22
2,2003,Ohio,0,9533,14137,,785
2,2003,Oklahoma,0,4464,6925,,456
2,2003,Oregon,82,4163,6799,,233
2,2003,Pennsylvania,322,0,39530,,378
2,2003,Puerto Rico,0,481,97,,9
2,2003,Rhode Island,0,374,356,,71
2,2003,South Carolina,806,4325,4464,,156
2,2003,South Dakota,0,836,2158,,46
2,2003,Tennessee,0,10018,11302,,426
2,2003,Texas,9336,15836,21130,,1275
2,2003,Utah,0,1795,3640,,84
2,2003,Vermont,0,580,910,,28
2,2003,Virgin Islands,,,,,0
2,2003,Virginia,0,6932,8866,,185
2,2003,Washington,5721,5077,6342,,271
2,2003,West Virginia,0,3044,4715,,288
2,2003,Wisconsin,0,3697,9953,,2
2,2003,Wyoming,173,685,1268,,66
1,2003,Alabama,0,6083,8531,,342
1,2003,Alaska,0,839,1701,,59
1,2003,Arizona,1727,3990,4064,,234
1,2003,Arkansas,255,2733,5854,,268
1,2003,California,12501,10947,15831,,0
1,2003,Colorado,0,5663,7852,,358
1,2003,Connecticut,3111,2301,2035,,103
1,2003,Delaware,0,401,822,,16
1,2003,District of Columbia,0,1,0,,0
1,2003,Florida,0,11191,11414,,482
1,2003,Georgia,2574,6096,9087,,255
1,2003,Guam,0,15,21,,0
1,2003,Hawaii,634,0,0,,0
1,2003,Idaho,1011,1058,2290,,103
1,2003,Illinois,28116,4866,7026,,186
1,2003,Indiana,6057,1703,4007,,15
1,2003,Iowa,6834,18,2417,,6
1,2003,Kansas,0,2363,4944,,165
1,2003,Kentucky,0,5871,8597,,472
1,2003,Louisiana,0,5257,5970,,243
1,2003,Maine,0,964,1691,,61
1,2003,Mariana Islands,0,0,0,,2
1,2003,Maryland,3297,72,3289,,11
1,2003,Massachusetts,7794,1732,1276,,44
1,2003,Michigan,12927,2239,10270,,27
1,2003,Minnesota,3873,2543,5832,,104
1,2003,Mississippi,0,3362,5741,,234
1,2003,Missouri,0,2904,10557,,147
1,2003,Montana,304,1077,2463,,129
1,2003,Nebraska,1529,15,1818,,0
1,2003,Nevada,0,1806,1868,,115
1,2003,New Hampshire,853,1175,1677,,16
1,2003,New Jersey,0,1421,2206,,43
1,2003,New Mexico,0,1771,2781,,174
1,2003,New York,3822,846,5742,,6
1,2003,North Carolina,7565,200,10455,,140
1,2003,North Dakota,147,370,1186,,21
1,2003,Ohio,0,7269,11867,,713
1,2003,Oklahoma,0,3701,6139,,423
1,2003,Oregon,104,3921,6204,,219
1,2003,Pennsylvania,421,0,38600,,589
1,2003,Puerto Rico,0,538,92,,11
1,2003,Rhode Island,0,317,396,,75
1,2003,South Carolina,1020,3378,4271,,133
1,2003,South Dakota,0,684,2086,,38
1,2003,Tennessee,0,8062,9711,,384
1,2003,Texas,8862,13123,21251,,1011
1,2003,Utah,0,1347,2923,,75
1,2003,Vermont,0,375,655,,17
1,2003,Virgin Islands,0,0,0,,0
1,2003,Virginia,1,6112,8780,,155
1,2003,Washington,6136,4433,5721,,270
1,2003,West Virginia,0,2512,4294,,215
1,2003,Wisconsin,0,3306,7656,,3
1,2003,Wyoming,175,563,1173,,55
12,2002,Alabama,0,6610,23501,,357
12,2002,Alaska,0,1024,2330,,51
12,2002,Arizona,1451,4580,7397,,188
12,2002,Arkansas,641,2997,14348,,195
12,2002,California,12144,32200,28706,,0
12,2002,Colorado,0,6063,13489,,385
12,2002,Connecticut,2551,2096,2664,,149
12,2002,Delaware,0,434,1771,,16
12,2002,District of Columbia,0,1,0,,0
12,2002,Florida,0,11754,22425,,451
12,2002,Georgia,1947,7289,22668,,287
12,2002,Guam,0,6,7,,1
12,2002,Hawaii,624,0,0,,0
12,2002,Idaho,766,1366,4665,,88
12,2002,Illinois,25205,5310,12200,,267
12,2002,Indiana,5525,1887,9930,,12
12,2002,Iowa,6418,29,6586,,2
12,2002,Kansas,0,2358,10014,,183
12,2002,Kentucky,0,7163,19662,,402
12,2002,Louisiana,0,4647,17613,,226
12,2002,Maine,0,1033,3601,,59
12,2002,Mariana Islands,0,0,0,,0
12,2002,Maryland,3029,63,6423,,10
12,2002,Massachusetts,4841,1518,1611,,35
12,2002,Michigan,11186,2353,22251,,38
12,2002,Minnesota,3351,2692,10906,,117
12,2002,Mississippi,0,3646,15941,,207
12,2002,Missouri,0,3010,20492,,139
12,2002,Montana,217,1341,4476,,106
12,2002,Nebraska,1591,18,4528,,5
12,2002,Nevada,0,1918,3187,,100
12,2002,New Hampshire,747,1169,2552,,19
12,2002,New Jersey,0,1256,2893,,41
12,2002,New Mexico,0,2108,4997,,140
12,2002,New York,3520,566,11725,,9
12,2002,North Carolina,6736,220,24297,,77
12,2002,North Dakota,109,397,2386,,15
12,2002,Ohio,0,9380,25337,,571
12,2002,Oklahoma,0,4039,13459,,308
12,2002,Oregon,100,4269,11488,,163
12,2002,Pennsylvania,464,0,50168,,277
12,2002,Puerto Rico,0,513,144,,15
12,2002,Rhode Island,0,281,479,,70
12,2002,South Carolina,667,3649,11454,,105
12,2002,South Dakota,0,782,3933,,44
12,2002,Tennessee,0,9252,22229,,318
12,2002,Texas,9000,14673,51750,,987
12,2002,Utah,0,2082,7450,,65
12,2002,Vermont,0,437,1280,,27
12,2002,Virgin Islands,0,0,0,,0
12,2002,Virginia,0,6758,18489,,215
12,2002,Washington,3961,4359,9585,,245
12,2002,West Virginia,0,3464,9895,,208
12,2002,Wisconsin,0,3658,13156,,0
12,2002,Wyoming,122,800,2292,,52
11,2002,Alabama,0,5226,16567,,320
11,2002,Alaska,0,770,1737,,54
11,2002,Arizona,2303,3623,4787,,197
11,2002,Arkansas,431,2265,12580,,229
11,2002,California,10970,21645,22253,,0
11,2002,Colorado,0,5378,11374,,363
11,2002,Connecticut,2760,2002,3014,,202
11,2002,Delaware,0,403,1638,,16
11,2002,District of Columbia,0,0,0,,0
11,2002,Florida,0,10420,16300,,458
11,2002,Georgia,1848,5343,14818,,226
11,2002,Guam,0,19,20,,1
11,2002,Hawaii,553,0,0,,0
11,2002,Idaho,743,892,3142,,74
11,2002,Illinois,29619,4435,11067,,196
11,2002,Indiana,6963,1483,10101,,9
11,2002,Iowa,3951,32,6103,,1
11,2002,Kansas,0,2088,9391,,187
11,2002,Kentucky,0,5241,15896,,372
11,2002,Louisiana,0,3724,13670,,252
11,2002,Maine,0,879,3670,,57
11,2002,Mariana Islands,0,0,0,,0
11,2002,Maryland,2893,62,7098,,13
11,2002,Massachusetts,6482,1588,1882,,38
11,2002,Michigan,10078,1750,25412,,39
11,2002,Minnesota,2820,1993,11860,,89
11,2002,Mississippi,0,2857,13544,,207
11,2002,Missouri,0,2387,18575,,125
11,2002,Montana,207,992,3638,,93
11,2002,Nebraska,1370,7,3918,,0
11,2002,Nevada,0,1644,2227,,104
11,2002,New Hampshire,955,1040,2726,,26
11,2002,New Jersey,0,1284,3200,,43
11,2002,New Mexico,0,1608,3882,,162
11,2002,New York,2560,592,14134,,14
11,2002,North Carolina,6674,214,18178,,125
11,2002,North Dakota,124,326,2479,,13
11,2002,Ohio,0,7939,25864,,550
11,2002,Oklahoma,0,2973,10753,,311
11,2002,Oregon,52,3581,7807,,166
11,2002,Pennsylvania,293,0,61455,,610
11,2002,Puerto Rico,0,496,122,,12
11,2002,Rhode Island,0,344,495,,77
11,2002,South Carolina,783,2843,7295,,101
11,2002,South Dakota,0,641,3835,,44
11,2002,Tennessee,0,8047,17707,,312
11,2002,Texas,10686,11955,35618,,955
11,2002,Utah,0,1327,4727,,46
11,2002,Vermont,0,393,1835,,17
11,2002,Virgin Islands,0,0,0,,0
11,2002,Virginia,0,5725,16402,,178
11,2002,Washington,4181,4051,7273,,224
11,2002,West Virginia,0,2536,10929,,251
11,2002,Wisconsin,0,3452,16555,,5
11,2002,Wyoming,106,532,1703,,41
10,2002,Alabama,0,5174,10495,,316
10,2002,Alaska,0,1183,2643,,140
10,2002,Arizona,2466,3595,5172,,190
10,2002,Arkansas,380,2495,9816,,240
10,2002,California,13175,18527,21054,,0
10,2002,Colorado,0,5487,12352,,483
10,2002,Connecticut,3258,2532,3359,,158
10,2002,Delaware,0,463,1282,,25
10,2002,District of Columbia,0,0,0,,0
10,2002,Florida,0,11108,13511,,460
10,2002,Georgia,2387,5667,14075,,236
10,2002,Guam,0,9,21,,0
10,2002,Hawaii,693,0,0,,0
10,2002,Idaho,861,930,4024,,80
10,2002,Illinois,27466,4456,9777,,218
10,2002,Indiana,7531,1653,7308,,12
10,2002,Iowa,4748,14,5187,,3
10,2002,Kansas,0,2012,7229,,186
10,2002,Kentucky,0,5120,12837,,396
10,2002,Louisiana,0,3878,11092,,213
10,2002,Maine,0,1188,6408,,69
10,2002,Mariana Islands,0,2,0,,0
10,2002,Maryland,3025,55,5540,,14
10,2002,Massachusetts,8084,1719,1875,,37
10,2002,Michigan,12147,2071,22792,,37
10,2002,Minnesota,3667,2340,17425,,99
10,2002,Mississippi,0,2743,8029,,160
10,2002,Missouri,0,2618,17189,,139
10,2002,Montana,290,1172,5908,,130
10,2002,Nebraska,1810,13,3652,,10
10,2002,Nevada,0,1894,2312,,103
10,2002,New Hampshire,1124,1239,3335,,16
10,2002,New Jersey,0,1322,2583,,49
10,2002,New Mexico,0,1961,4024,,129
10,2002,New York,3642,621,14158,,14
10,2002,North Carolina,7962,213,14468,,102
10,2002,North Dakota,112,327,3728,,21
10,2002,Ohio,0,7660,19222,,590
10,2002,Oklahoma,0,3412,8485,,319
10,2002,Oregon,29,3423,8527,,208
10,2002,Pennsylvania,483,0,57986,,402
10,2002,Puerto Rico,0,797,164,,17
10,2002,Rhode Island,0,344,541,,73
10,2002,South Carolina,1035,2668,5596,,103
10,2002,South Dakota,0,559,5404,,34
10,2002,Tennessee,0,7362,12112,,293
10,2002,Texas,9264,11678,33839,,1023
10,2002,Utah,0,1228,4630,,64
10,2002,Vermont,0,480,2074,,32
10,2002,Virgin Islands,0,1,0,,0
10,2002,Virginia,0,6792,13444,,202
10,2002,Washington,4647,3791,8363,,280
10,2002,West Virginia,0,2680,9080,,207
10,2002,Wisconsin,0,3694,17404,,2
10,2002,Wyoming,182,609,1885,,53
9,2002,Alabama,0,4762,9589,,301
9,2002,Alaska,0,733,1846,,62
9,2002,Arizona,2262,3630,4820,,203
9,2002,Arkansas,274,2105,7131,,225
9,2002,California,15316,16538,20960,,0
9,2002,Colorado,0,5421,10240,,367
9,2002,Connecticut,2807,1784,2180,,114
9,2002,Delaware,0,336,973,,14
9,2002,District of Columbia,0,0,0,,0
9,2002,Florida,0,10087,11020,,418
9,2002,Georgia,2066,5095,10755,,173
9,2002,Guam,0,6,11,,1
9,2002,Hawaii,598,0,0,,0
9,2002,Idaho,1178,1101,4130,,98
9,2002,Illinois,25447,3479,7569,,166
9,2002,Indiana,6553,1201,4811,,4
9,2002,Iowa,3649,18,3558,,8
9,2002,Kansas,0,1704,5039,,174
9,2002,Kentucky,0,4741,9587,,350
9,2002,Louisiana,0,4019,9186,,187
9,2002,Maine,0,1215,4580,,159
9,2002,Mariana Islands,0,0,0,,0
9,2002,Maryland,2092,58,4222,,12
9,2002,Massachusetts,4504,1194,1301,,26
9,2002,Michigan,10668,1913,19545,,88
9,2002,Minnesota,3040,2280,16964,,99
9,2002,Mississippi,0,2555,5969,,163
9,2002,Missouri,0,2380,11189,,110
9,2002,Montana,253,1293,4603,,134
9,2002,Nebraska,1242,16,2240,,2
9,2002,Nevada,0,1659,2029,,93
9,2002,New Hampshire,998,1111,2567,,23
9,2002,New Jersey,0,1133,1926,,34
9,2002,New Mexico,0,1529,3172,,135
9,2002,New York,3599,614,11156,,15
9,2002,North Carolina,6835,210,11182,,93
9,2002,North Dakota,115,336,2940,,10
9,2002,Ohio,0,7064,16062,,570
9,2002,Oklahoma,0,2875,6396,,278
9,2002,Oregon,118,3724,10604,,234
9,2002,Pennsylvania,407,0,47082,,386
9,2002,Puerto Rico,0,637,152,,19
9,2002,Rhode Island,0,318,411,,62
9,2002,South Carolina,875,2619,5312,,80
9,2002,South Dakota,0,558,3656,,33
9,2002,Tennessee,0,6368,9989,,217
9,2002,Texas,8059,10542,34910,,912
9,2002,Utah,0,1215,4328,,55
9,2002,Vermont,0,480,1520,,21
9,2002,Virgin Islands,0,0,0,,0
9,2002,Virginia,0,5287,10484,,165
9,2002,Washington,3620,3587,7712,,259
9,2002,West Virginia,0,2393,6584,,179
9,2002,Wisconsin,0,3277,14561,,0
9,2002,Wyoming,160,642,1852,,47
8,2002,Alabama,0,5352,8158,,339
8,2002,Alaska,0,949,2250,,85
8,2002,Arizona,2349,4300,5738,,209
8,2002,Arkansas,252,2397,6161,,213
8,2002,California,15559,18267,22782,,0
8,2002,Colorado,0,6151,10100,,451
8,2002,Connecticut,3217,1873,1922,,111
8,2002,Delaware,0,365,879,,16
8,2002,District of Columbia,0,0,0,,0
8,2002,Florida,0,11087,10848,,444
8,2002,Georgia,2275,5403,9388,,178
8,2002,Guam,0,9,22,,2
8,2002,Hawaii,651,0,0,,0
8,2002,Idaho,1085,1210,3300,,103
8,2002,Illinois,25676,3724,7809,,176
8,2002,Indiana,9978,1440,4586,,5
8,2002,Iowa,3022,12,2351,,4
8,2002,Kansas,0,1831,4693,,154
8,2002,Kentucky,0,5337,9644,,372
8,2002,Louisiana,0,5586,7314,,206
8,2002,Maine,0,1074,2591,,57
8,2002,Mariana Islands,0,1,0,,0
8,2002,Maryland,1919,56,3724,,10
8,2002,Massachusetts,4567,1336,1068,,29
8,2002,Michigan,10520,1910,12446,,39
8,2002,Minnesota,2865,2293,11335,,114
8,2002,Mississippi,0,2975,6477,,169
8,2002,Missouri,0,2490,11034,,114
8,2002,Montana,215,1241,3650,,115
8,2002,Nebraska,1058,9,1811,,0
8,2002,Nevada,0,1913,1932,,126
8,2002,New Hampshire,921,1151,2109,,19
8,2002,New Jersey,0,1323,1868,,58
8,2002,New Mexico,0,2011,3074,,176
8,2002,New York,3059,528,6931,,9
8,2002,North Carolina,7277,210,12041,,114
8,2002,North Dakota,116,306,1971,,18
8,2002,Ohio,0,6508,16232,,437
8,2002,Oklahoma,0,3232,6410,,332
8,2002,Oregon,14,3629,7222,,245
8,2002,Pennsylvania,437,0,43358,,608
8,2002,Puerto Rico,0,691,124,,23
8,2002,Rhode Island,0,339,346,,55
8,2002,South Carolina,907,2801,5543,,91
8,2002,South Dakota,0,604,2912,,41
8,2002,Tennessee,0,7298,11242,,237
8,2002,Texas,8132,11118,32655,,859
8,2002,Utah,0,1270,3328,,64
8,2002,Vermont,0,435,994,,19
8,2002,Virgin Islands,0,0,0,,0
8,2002,Virginia,0,5622,9400,,155
8,2002,Washington,4114,3518,6195,,249
8,2002,West Virginia,0,2374,4767,,214
8,2002,Wisconsin,0,2993,9764,,1
8,2002,Wyoming,143,700,1562,,68
7,2002,Alabama,0,4580,5127,,264
7,2002,Alaska,0,802,1510,,70
7,2002,Arizona,1504,4222,4156,,164
7,2002,Arkansas,656,2027,3648,,166
7,2002,California,17896,17115,19476,,0
7,2002,Colorado,0,4711,6852,,337
7,2002,Connecticut,2847,1650,1530,,90
7,2002,Delaware,0,370,573,,17
7,2002,District of Columbia,0,0,0,,0
7,2002,Florida,0,9898,8128,,376
7,2002,Georgia,2268,4694,6005,,175
7,2002,Guam,0,6,10,,2
7,2002,Hawaii,675,0,0,,0
7,2002,Idaho,887,846,2065,,75
7,2002,Illinois,22313,3597,5341,,175
7,2002,Indiana,8777,1214,2648,,8
7,2002,Iowa,2735,43,1426,,2
7,2002,Kansas,0,1434,2486,,137
7,2002,Kentucky,0,4394,5775,,299
7,2002,Louisiana,0,3916,4147,,149
7,2002,Maine,0,818,1729,,52
7,2002,Mariana Islands,0,11,1,,0
7,2002,Maryland,1889,46,2670,,15
7,2002,Massachusetts,3995,1056,855,,34
7,2002,Michigan,10798,1800,8182,,28
7,2002,Minnesota,2603,1747,5753,,87
7,2002,Mississippi,0,2541,3191,,143
7,2002,Missouri,0,2144,6982,,101
7,2002,Montana,152,1149,2464,,93
7,2002,Nebraska,902,16,1282,,0
7,2002,Nevada,0,1652,1570,,105
7,2002,New Hampshire,806,916,1544,,17
7,2002,New Jersey,0,1293,1456,,40
7,2002,New Mexico,0,1678,2498,,162
7,2002,New York,3665,554,4958,,12
7,2002,North Carolina,6484,172,6973,,78
7,2002,North Dakota,138,294,1162,,19
7,2002,Ohio,0,5361,10352,,336
7,2002,Oklahoma,0,2781,4033,,246
7,2002,Oregon,2,2837,5185,,177
7,2002,Pennsylvania,462,0,37547,,250
7,2002,Puerto Rico,0,582,73,,15
7,2002,Rhode Island,0,323,291,,53
7,2002,South Carolina,993,2322,2805,,69
7,2002,South Dakota,0,422,1585,,25
7,2002,Tennessee,0,6561,6462,,225
7,2002,Texas,7379,10347,17005,,781
7,2002,Utah,0,1227,2298,,44
7,2002,Vermont,0,411,729,,19
7,2002,Virgin Islands,0,0,0,,0
7,2002,Virginia,0,4941,6839,,128
7,2002,Washington,4262,3191,4701,,221
7,2002,West Virginia,0,2201,3462,,159
7,2002,Wisconsin,0,2248,5824,,5
7,2002,Wyoming,133,549,1092,,46
6,2002,Alabama,0,4697,4811,,239
6,2002,Alaska,0,853,1244,,68
6,2002,Arizona,1253,4088,3720,,188
6,2002,Arkansas,491,2149,3189,,153
6,2002,California,15336,17283,19266,,0
6,2002,Colorado,0,4409,6049,,302
6,2002,Connecticut,3004,1856,1604,,86
6,2002,Delaware,0,342,523,,23
6,2002,District of Columbia,0,1,0,,0
6,2002,Florida,0,10500,8361,,416
6,2002,Georgia,2099,5051,5442,,162
6,2002,Guam,0,10,9,,1
6,2002,Hawaii,536,0,0,,0
6,2002,Idaho,1035,949,2046,,72
6,2002,Illinois,19439,3439,4551,,152
6,2002,Indiana,8127,1222,2672,,3
6,2002,Iowa,2329,22,1291,,3
6,2002,Kansas,0,1500,2370,,113
6,2002,Kentucky,0,4455,5272,,299
6,2002,Louisiana,0,3566,3677,,167
6,2002,Maine,0,788,1536,,52
6,2002,Mariana Islands,0,9,0,,0
6,2002,Maryland,1736,35,2626,,9
6,2002,Massachusetts,3865,1351,953,,29
6,2002,Michigan,11001,1822,7922,,55
6,2002,Minnesota,2154,1784,5318,,82
6,2002,Mississippi,0,2461,2818,,128
6,2002,Missouri,0,2130,6421,,74
6,2002,Montana,186,1066,2655,,105
6,2002,Nebraska,790,10,1021,,0
6,2002,Nevada,0,1515,1472,,97
